/fbo/web/app.php/user/product/2	吟醸　八海山	2011/12	180ml/300ml/720ml/1800ml	\476/\768/\1,642/\3,304	<使用米>(50.0%)	＜麹米＞山田錦(%)	＜掛米＞山田錦・五百万石・他(%)	協会9号	速醸	15.5	+5	1.0	0.9	NA	シンプルで爽やかな香りが主体。スムーズな飲み口にスッキリとした味わいでドライな後味が余韻に残る。	特に夏向け。日本酒ビギナー向け。女性向け。パーティツール向け	10℃前後	フルートグラス、ショットグラス、小型のワイングラス	爽やかな料理と好相性。春野菜のサラダ、山菜料理、魚介類と香草のマリネ	
/fbo/web/app.php/user/product/9	萬歳楽　爽やかに飲める生貯蔵酒	2012/03	300ml	\400	<使用米>五百万石(70.0%)	＜麹米＞(%)	＜掛米＞(%)	NA	協会1号	13	+10	1.1	0.9	生貯蔵酒	非常に軽快な味わい。サラリとした飲み口とスッキリした後味。中辛口	特に夏向け。食中酒としては年中楽しめる。パーティツール向き	5-10℃	ショットグラス。見た目の涼しげな装飾グラス	淡白な料理全般と好相性。特に新鮮魚介類との組合せがおススメ	
/fbo/web/app.php/user/product/15	吟麗　立山	NA	1800ml	NA	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	NA	15～16	NA	NA	NA	NA		季節は選ばない。男性向け。晩酌向け。冷酒、熱燗どちらも可	10℃前後又は45-50℃前後	小型のタンブラー、薄手の猪口、竹の器	合わせる料理を問わないマルチタイプ。刺身類全般、焼鳥、ソバ	
/fbo/web/app.php/user/product/16	榮川　純米にごり	NA	180ml	\322	<使用米>山田錦・雪化粧(%)	＜麹米＞(70%)	＜掛米＞(70%)	NA	速醸	15～16	±0～+1	1.1～1.2	1.2～1.3	NA		特に冬。雪見酒。正月。気軽に楽しめるテイスト	5-10℃	白磁のグイ呑み、小型の焼き物	米を使った料理と好相性。おこげの海鮮あんかけ、焼き餅、塩麹料理	
/fbo/web/app.php/user/product/19	超特撰白雪原酒ANNAROCK	NA	720ml	\1,238	<使用米>山田錦(%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	19	+3	1.6	1.4	原酒		特に夏向け。男性向け。ヘビーユーザー向け。	10℃前後。オンザロック	ロックグラス、ガラスの猪口、小型のタンブラー	香辛料を効かせたスパイシーな料理と好相性。鶏肉のカレー炒め、シシケバブ、プルコギ	
/fbo/web/app.php/user/product/24	白鶴まる	NA	180ml/640ml/900ml/1200ml/1800ml	\155/\499/\716/\948/\1,377	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	13～14	+1	1.2	1.1	NA		季節問わない。日々の晩酌向け。大衆居酒屋向け。男性向け。熱	15℃前後又は45-50℃前後	酒器を選ばない。気軽に扱える物を。	家庭料理と気取らず合わせたい。焼き魚、煮物、鍋、揚げ物各種	
/fbo/web/app.php/user/product/25	一ノ蔵　無鑑査超辛口	NA	720ml/1800ml	\870/\1,980	<使用米>(65%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	15～16	+9～+10	NA	NA	NA		季節問わない。日々の晩酌向け。大衆居酒屋向け。男性向け。熱	10℃前後又は45-50℃	ガラスの猪口、薄手のグイ呑み	料理との相性の幅が広いタイプ。刺身類、焼き物類、揚げ物類、鍋料理など	
/fbo/web/app.php/user/product/26	阿櫻	NA	NA	NA	<使用米>秋田酒こまち(60%)	＜麹米＞(%)	＜掛米＞(%)	協会901号	速醸	16	+10	1.7	1.0	無濾過生原酒		季節問わない。食中酒。居酒屋向け。鮮魚料理店向け。	10-15℃	フルートグラス、薄手のグラス	揚げ物、焼き物と好相性。脂をサッと流す効果が高い	
/fbo/web/app.php/user/product/27	黒龍　いっちょらい	NA	720ml/1800ml	\1,223/\2,446	<使用米>五百万石(55%)	＜麹米＞(%)	＜掛米＞(%)	蔵内酵母	速醸	15～16	+5	1.3	NA	NA		特に春から夏向け。ビギナー向け。女性向け。パーティーツール向	10℃前後	フルートグラス、小型のラッパ型グラス、小型の白ワイングラス	爽やかな香りを持つ料理と好相性。越前ガニ、越前おろしソバ、ヒラメのカルパッチョ	
/fbo/web/app.php/user/product/31	菊正宗　男の辛口	NA	2000ml	\1,863	<使用米>(%)	＜麹米＞(%)	＜掛米＞(%)	NA	生酛	15	+5	NA	NA	生酛		季節問わない。一般家庭の食中酒向け。大衆居酒屋向け。男性向け	10-15℃又は45-50℃	器はあまり選ばない。やや硬い材質	コクのある料理のパートナーとして最適。秋刀魚の塩焼き、寄せ鍋、穴子の天ぷら	
/fbo/web/app.php/user/product/33	雪の松島	NA	720ml/1800ml	\966/\2,340	<使用米>トヨニシキ他(65%)	＜麹米＞(%)	＜掛米＞(%)	NA	速醸	15.5	+20	NA	NA	とびっきりの辛い酒		季節問わない。居酒屋向け。男性向け。辛党向け	10℃前後又は50℃前後	薄手のガラス製猪口、小型のタンブラー	料理の脂っこさを流す効果が高い。鶏の唐揚げ、サンマの塩焼き、すき焼きなど	
